LeadID,city,ConvertedDate,Closed Date,Stage,Stage
00Q4wx1231Q4ItE,Bartow city,4-Dec-21,15-Nov-21,Quote,
00Q4wx1231Q4W3K,Warm Mineral Springs,8-Dec-21,10-Sep-21,Closed Won,
00Q4wx1231Q4WDP,Belleair Bluffs city,11-Dec-21,23-Nov-21,Quote,
00Q4wx1231Q4OEA,South Apopka,11-Dec-21,2-Nov-21,Quote,
00Q4wx1231Q4UTj,Bowling Green city,11-Dec-21,27-Nov-21,Closed Won,
00Q4wx1231Q4d0O,South Palm Beach town,15-Dec-21,7-Dec-21,Canceled,
00Q4wx1231Q3O2U,Three Oaks,21-Oct-21,14-Sep-21,Closed Lost,
00Q4wx1231Q3eN2,Southeast Arcadia,29-Oct-21,22-Dec-21,Closed Won,
00Q4wx1231Q3wNj,Boynton Beach city,13-Nov-21,8-Oct-21,Closed Lost,
00Q4wx1231Q4I3N,Davie town,2-Dec-21,23-Oct-21,Engineering/Quoting,
00Q4wx1231Q3w9o,Christmas,13-Nov-21,25-Nov-21,Closed Lost,
00Q4wx1231Q4Nwa,Riverview,2-Dec-21,23-Oct-21,Engineering/Quoting,
00Q4wx1231Q4I0W,Citrus Hills,2-Dec-21,27-Oct-21,Closed Won,
00Q4wx1231Q4Qpo,Heathrow,3-Dec-21,25-Sep-21,Canceled,
00Q4wx1231Q4P57,Wabasso,1-Dec-21,3-Oct-21,Closed Lost,
00Q4wx1231Q4Hqg,Spring Lake,2-Dec-21,16-Sep-21,Engineering/Quoting,
00Q4wx1231Q4Nf3,West Miami city,2-Dec-21,18-Oct-21,Visit,
00Q4wx1231Q4P2r,Southchase,2-Dec-21,17-Nov-21,Scheduling Visit,
00Q4wx1231Q4WeN,Eagle Lake city,9-Dec-21,28-Sep-21,Closed Lost,
00Q4wx1231Q3qBt,Holly Hill city,10-Nov-21,11-Oct-21,Canceled,
00Q4wx1231Q3rDf,Vamo,10-Nov-21,22-Dec-21,Visit,
00Q4wx1231Q3gqx,Watertown,10-Nov-21,14-Nov-21,Quote,
00Q4wx1231Q30aL,Gulfport city,6-Oct-21,10-Dec-21,Engineering/Quoting,
00Q4wx1231Q34uB,Mount Dora city,6-Oct-21,28-Oct-21,Visit,
00Q4wx1231Q37OM,World Golf Village,5-Oct-21,11-Nov-21,Scheduling Visit,
00Q4wx1231Q37mc,Golden Glades,6-Oct-21,24-Sep-21,Engineering/Quoting,
00Q4wx1231Q35yT,Hypoluxo town,6-Oct-21,27-Sep-21,Canceled,
00Q4wx1231Q3l6a,Polk City town,4-Nov-21,21-Dec-21,Visit,
00Q4wx1231Q3lOB,Golden Gate,4-Nov-21,2-Nov-21,Closed Lost,
00Q4wx1231Q3CAg,Lake Clarke Shores town,1-Nov-21,9-Dec-21,Visit,
00Q4wx1231Q3k2f,Fernandina Beach city,4-Nov-21,4-Oct-21,Scheduling Visit,
00Q4wx1231Q3lH9,Ormond-by-the-Sea,4-Nov-21,21-Dec-21,Closed Won,
00Q4wx1231Q4Gjc,Timber Pines,24-Nov-21,17-Dec-21,Scheduling Visit,
00Q4wx1231Q3Omh,Montverde town,16-Nov-21,19-Nov-21,Canceled,
00Q4wx1231Q1wsx,Forest City,16-Nov-21,10-Sep-21,Visit,
00Q4wx1231Q3ypM,Conway,16-Nov-21,17-Sep-21,Engineering/Quoting,
00Q4wx1231Q3tet,Lake Park town,17-Nov-21,27-Nov-21,Scheduling Visit,
00Q4wx1231Q3z0Q,Moore Haven city,16-Nov-21,8-Dec-21,Scheduling Visit,
00Q4wx1231Q4d7z,North Redington Beach town,15-Dec-21,7-Nov-21,Quote,
00Q4wx1231Q3pTt,Wabasso,18-Nov-21,27-Oct-21,Engineering/Quoting,
00Q4wx1231Q4Zbs,Hampton city,14-Dec-21,4-Nov-21,Quote,
00Q4wx1231Q4ZZ8,Ellenton,14-Dec-21,16-Oct-21,Visit,
00Q4wx1231Q4C0e,Keystone Heights city,10-Dec-21,14-Dec-21,Closed Lost,
00Q4wx1231Q3giZ,Center Hill city,6-Nov-21,21-Dec-21,Canceled,
00Q4wx1231Q3giZ,Kissimmee city,6-Nov-21,15-Oct-21,Closed Lost,
00Q4wx1231Q3giZ,Roseland,6-Nov-21,2-Sep-21,Canceled,
00Q4wx1231Q3giZ,Ferndale,6-Nov-21,15-Nov-21,Scheduling Visit,
00Q4wx1231Q3giZ,Palmetto Bay village,6-Nov-21,25-Nov-21,Engineering/Quoting,
00Q4wx1231Q3giZ,Woodlawn Beach,6-Nov-21,28-Nov-21,Scheduling Visit,
00Q4wx1231Q3iyS,Dania Beach city,9-Nov-21,27-Oct-21,Engineering/Quoting,
00Q4wx1231Q3giZ,Harbor Bluffs,6-Nov-21,26-Sep-21,Engineering/Quoting,
00Q4wx1231Q3giZ,Sky Lake,6-Nov-21,19-Sep-21,Quote,
00Q4wx1231Q3pZN,Holden Heights,9-Nov-21,5-Dec-21,Closed Won,
00Q4wx1231Q3giZ,Gibsonton,6-Nov-21,10-Dec-21,Closed Won,
00Q4wx1231Q3giZ,Pine Level,6-Nov-21,16-Sep-21,Scheduling Visit,
00Q4wx1231Q3giZ,Inverness Highlands South,6-Nov-21,8-Sep-21,Visit,
00Q4wx1231Q3giZ,Bonita Springs city,6-Nov-21,22-Oct-21,Scheduling Visit,
00Q4wx1231Q3giZ,Panama City Beach city,6-Nov-21,13-Oct-21,Closed Won,
00Q4wx1231Q3giZ,Chuluota,6-Nov-21,27-Nov-21,Closed Lost,
00Q4wx1231Q3giZ,Palm Beach Shores town,6-Nov-21,2-Sep-21,Quote,
00Q4wx1231Q3giZ,Golf village,6-Nov-21,4-Oct-21,Engineering/Quoting,
00Q4wx1231Q3ivT,Jensen Beach,12-Nov-21,17-Dec-21,Canceled,
00Q4wx1231Q3tyF,Tamiami,12-Nov-21,23-Nov-21,Closed Won,
00Q4wx1231Q3tSf,Loughman,12-Nov-21,24-Dec-21,Visit,
00Q4wx1231Q3rM3,Pelican Bay,12-Nov-21,19-Oct-21,Closed Lost,
00Q4wx1231Q3NDL,Monticello city,19-Oct-21,31-Oct-21,Closed Won,
00Q4wx1231Q3L72,Floridatown,20-Oct-21,8-Nov-21,Quote,
00Q4wx1231Q3CIf,Garcon Point,20-Oct-21,29-Sep-21,Engineering/Quoting,
00Q4wx1231Q3NPY,De Funiak Springs city,20-Oct-21,13-Nov-21,Closed Lost,
00Q4wx1231Q3Kc7,Key Vista,19-Oct-21,20-Nov-21,Closed Won,
00Q4wx1231Q3NT0,Wekiwa Springs,20-Oct-21,6-Dec-21,Canceled,
00Q4wx1231Q3A6U,University,7-Oct-21,21-Sep-21,Engineering/Quoting,
00Q4wx1231Q3bjb,Wellington village,27-Oct-21,5-Sep-21,Closed Won,
00Q4wx1231Q3wE4,Clermont city,20-Nov-21,22-Sep-21,Engineering/Quoting,
00Q4wx1231Q49Fx,Tildenville,20-Nov-21,22-Sep-21,Quote,
00Q4wx1231Q3ggY,Steinhatchee,30-Oct-21,17-Oct-21,Closed Lost,
00Q4wx1231Q3k1N,Town 'n' Country,6-Nov-21,31-Dec-21,Engineering/Quoting,
00Q4wx1231Q3goD,Treasure Island city,6-Nov-21,14-Nov-21,Scheduling Visit,
00Q4wx1231Q3giZ,Indialantic town,6-Nov-21,5-Sep-21,Engineering/Quoting,
00Q4wx1231Q3goN,Cedar Grove,6-Nov-21,9-Dec-21,Engineering/Quoting,
00Q4wx1231Q3gjX,Rio Pinar,6-Nov-21,27-Sep-21,Scheduling Visit,
00Q4wx1231Q3A1z,Melbourne Village town,12-Oct-21,3-Oct-21,Quote,
00Q4wx1231Q4EMy,North Lauderdale city,30-Nov-21,14-Dec-21,Visit,
00Q4wx1231Q4HYQ,Pine Level,30-Nov-21,7-Oct-21,Scheduling Visit,
00Q4wx1231Q4HXX,Clarcona,30-Nov-21,8-Nov-21,Engineering/Quoting,
00Q4wx1231Q4Gwg,Wright,30-Nov-21,8-Dec-21,Visit,
00Q4wx1231Q4Hwv,Crestview city,30-Nov-21,9-Oct-21,Quote,
00Q4wx1231Q4STO,South Brooksville,4-Dec-21,9-Oct-21,Closed Lost,
00Q4wx1231Q4SZv,Waverly,7-Dec-21,1-Jan-22,Engineering/Quoting,
00Q4wx1231Q4SH3,North Weeki Wachee,4-Dec-21,1-Jan-22,Closed Won,
00Q4wx1231Q3IS7,Plantation,15-Oct-21,16-Dec-21,Engineering/Quoting,
00Q4wx1231Q3KKc,Destin city,16-Oct-21,27-Sep-21,Visit,
00Q4wx1231Q4UPy,Oakland town,11-Dec-21,2-Nov-21,Canceled,
00Q4wx1231Q4W8U,Carrabelle city,11-Dec-21,5-Oct-21,Quote,
00Q4wx1231Q4W9S,Keystone,11-Dec-21,19-Oct-21,Closed Won,
00Q4wx1231Q4adT,Royal Palm Estates,11-Dec-21,24-Sep-21,Closed Lost,
00Q4wx1231Q4P2X,Ellenton,11-Dec-21,22-Sep-21,Scheduling Visit,
00Q4wx1231Q4AVo,Paradise Heights,25-Nov-21,10-Oct-21,Canceled,
00Q4wx1231Q3N1Q,St. Augustine South,21-Oct-21,10-Oct-21,Engineering/Quoting,
00Q4wx1231Q3JM1,Edgewood city,22-Oct-21,16-Sep-21,Canceled,
00Q4wx1231Q4QuU,Fort Pierce North,3-Dec-21,10-Nov-21,Engineering/Quoting,
00Q4wx1231Q3N0I,Bascom town,22-Oct-21,28-Sep-21,Scheduling Visit,
00Q4wx1231Q3NzG,Esto town,22-Oct-21,8-Oct-21,Closed Lost,
00Q4wx1231Q3Pi5,Silver Lake,22-Oct-21,15-Sep-21,Canceled,
00Q4wx1231Q3N5p,Nocatee,22-Oct-21,12-Sep-21,Canceled,
00Q4wx1231Q3O82,La Crosse town,22-Oct-21,9-Oct-21,Quote,
00Q4wx1231Q3N0m,Bayshore Gardens,21-Oct-21,30-Nov-21,Engineering/Quoting,
00Q4wx1231Q3Hrm,Pinewood,22-Oct-21,2-Oct-21,Quote,
00Q4wx1231Q3EEC,Homestead city,13-Oct-21,11-Dec-21,Closed Lost,
00Q4wx1231Q37od,Holly Hill city,7-Oct-21,10-Sep-21,Visit,
00Q4wx1231Q3suB,Apalachicola city,18-Nov-21,28-Dec-21,Canceled,
00Q4wx1231Q3Tyg,Plantation city,27-Oct-21,5-Nov-21,Engineering/Quoting,
00Q4wx1231Q3Ard,Grenelefe,8-Oct-21,11-Oct-21,Engineering/Quoting,
00Q4wx1231Q3jtY,Wedgefield,6-Nov-21,22-Nov-21,Scheduling Visit,
00Q4wx1231Q4YuG,Florida City city,11-Dec-21,19-Dec-21,Closed Won,
00Q4wx1231Q3J3q,Parkland city,21-Oct-21,21-Dec-21,Quote,
00Q4wx1231Q3L0f,Lisbon,22-Oct-21,27-Dec-21,Canceled,
00Q4wx1231Q3Pkf,Palm City,21-Oct-21,24-Sep-21,Engineering/Quoting,
00Q4wx1231Q3Rp7,St. Augustine Shores,22-Oct-21,15-Oct-21,Closed Lost,
00Q4wx1231Q3OPe,Brandon,22-Oct-21,27-Dec-21,Closed Lost,
00Q4wx1231Q3MxO,Belleair Bluffs city,22-Oct-21,8-Dec-21,Closed Won,
00Q4wx1231Q3EEM,St. Pete Beach city,22-Oct-21,18-Nov-21,Closed Won,
00Q4wx1231Q4Agw,Indian River Estates,25-Nov-21,16-Nov-21,Closed Lost,
00Q4wx1231Q3Gaj,Jacksonville Beach city,22-Oct-21,14-Dec-21,Closed Won,
00Q4wx1231Q3IBz,Memphis,22-Oct-21,16-Oct-21,Closed Lost,
00Q4wx1231Q33fC,East Williston,22-Oct-21,23-Sep-21,Engineering/Quoting,
00Q4wx1231Q3OBR,Ocean City,22-Oct-21,28-Nov-21,Quote,
00Q4wx1231Q3HFB,Orangetree,22-Oct-21,9-Oct-21,Closed Won,
00Q4wx1231Q4GZW,Woodlawn Beach,25-Nov-21,11-Dec-21,Scheduling Visit,
00Q4wx1231Q3HwI,Indian River Shores town,21-Oct-21,24-Dec-21,Engineering/Quoting,
00Q4wx1231Q3IHx,Harlem Heights,22-Oct-21,9-Dec-21,Visit,
00Q4wx1231Q4QXA,Ensley,3-Dec-21,14-Dec-21,Quote,
00Q4wx1231Q4NVV,Venice city,3-Dec-21,13-Sep-21,Engineering/Quoting,
00Q4wx1231Q4QdX,Taft,3-Dec-21,6-Sep-21,Canceled,
00Q4wx1231Q4Uy1,St. Cloud city,8-Dec-21,27-Sep-21,Visit,
00Q4wx1231Q34uB,Charlotte Park,2-Oct-21,20-Nov-21,Closed Won,
00Q4wx1231Q33f7,Marco Island city,2-Oct-21,22-Nov-21,Scheduling Visit,
00Q4wx1231Q34ym,Memphis,2-Oct-21,18-Sep-21,Quote,
00Q4wx1231Q2o4V,Spring Hill,2-Oct-21,2-Sep-21,Closed Won,
00Q4wx1231Q33Qq,Istachatta,2-Oct-21,15-Oct-21,Visit,
00Q4wx1231Q3GiU,North Fort Myers,13-Oct-21,20-Oct-21,Canceled,
00Q4wx1231Q4d9H,Bay Pines,18-Dec-21,6-Sep-21,Closed Won,
00Q4wx1231Q37IJ,New Smyrna Beach city,5-Oct-21,3-Sep-21,Closed Won,
00Q4wx1231Q37q5,Welaka town,7-Oct-21,3-Dec-21,Scheduling Visit,
00Q4wx1231Q37o9,Watergate,7-Oct-21,25-Nov-21,Quote,
00Q4wx1231Q3ihT,Glen Ridge town,2-Nov-21,4-Sep-21,Canceled,
00Q4wx1231Q3iza,East Lake,2-Nov-21,22-Sep-21,Engineering/Quoting,
00Q4wx1231Q3h1q,Glen St. Mary town,2-Nov-21,8-Nov-21,Scheduling Visit,
00Q4wx1231Q4VrP,Highland Beach town,16-Dec-21,17-Dec-21,Closed Lost,
00Q4wx1231Q4JDB,Indiantown,16-Dec-21,2-Sep-21,Closed Won,
00Q4wx1231Q3qpo,Macclenny city,18-Nov-21,23-Dec-21,Canceled,
00Q4wx1231Q3wO8,Goodland,18-Nov-21,11-Sep-21,Closed Lost,
00Q4wx1231Q48sl,Sugarmill Woods,18-Nov-21,20-Oct-21,Scheduling Visit,
00Q4wx1231Q3pz7,Charlotte Park,18-Nov-21,15-Sep-21,Canceled,
00Q4wx1231Q49BM,Tampa city,18-Nov-21,2-Sep-21,Visit,
00Q4wx1231Q47au,Palmetto city,18-Nov-21,1-Dec-21,Scheduling Visit,
00Q4wx1231Q3s9P,Daytona Beach Shores city,18-Nov-21,12-Dec-21,Closed Lost,
00Q4wx1231Q3suV,Wimauma,18-Nov-21,10-Sep-21,Closed Won,
00Q4wx1231Q3nax,Titusville city,18-Nov-21,11-Dec-21,Visit,
00Q4wx1231Q3twO,Hallandale Beach city,18-Nov-21,25-Nov-21,Scheduling Visit,
00Q4wx1231Q3sW9,Lake Harbor,18-Nov-21,27-Sep-21,Canceled,
00Q4wx1231Q49Ez,Sea Ranch Lakes village,18-Nov-21,14-Nov-21,Engineering/Quoting,
00Q4wx1231Q3pvj,Tyndall AFB,18-Nov-21,13-Dec-21,Engineering/Quoting,
00Q4wx1231Q3jmD,Broadview Park,14-Dec-21,7-Oct-21,Quote,
00Q4wx1231Q4SQF,Rockledge city,10-Dec-21,16-Nov-21,Closed Won,
00Q4wx1231Q3ckR,Punta Gorda city,27-Oct-21,18-Nov-21,Quote,
00Q4wx1231Q3UJX,Jupiter town,27-Oct-21,2-Nov-21,Quote,
00Q4wx1231Q3cna,Okahumpka,27-Oct-21,27-Sep-21,Scheduling Visit,
00Q4wx1231Q37n1,South Sarasota,27-Oct-21,27-Oct-21,Scheduling Visit,
00Q4wx1231Q30p8,Valrico,20-Nov-21,6-Sep-21,Closed Lost,
00Q4wx1231Q3V74,Black Hammock,26-Oct-21,22-Sep-21,Visit,
00Q4wx1231Q3gUo,Pine Ridge,30-Oct-21,23-Nov-21,Quote,
00Q4wx1231Q3ABX,Hillsboro Beach town,8-Oct-21,24-Nov-21,Closed Lost,
00Q4wx1231Q3jlG,Perry city,6-Nov-21,16-Dec-21,Closed Won,
00Q4wx1231Q3gr2,South Miami city,6-Nov-21,8-Sep-21,Canceled,
00Q4wx1231Q3gtN,Waldo city,6-Nov-21,6-Oct-21,Closed Won,
00Q4wx1231Q3jtn,Naples Park,6-Nov-21,29-Oct-21,Quote,
00Q4wx1231Q3jFt,High Springs city,6-Nov-21,5-Nov-21,Engineering/Quoting,
00Q4wx1231Q3nBM,Sarasota city,6-Nov-21,10-Nov-21,Quote,
00Q4wx1231Q3CBZ,Indian Creek village,9-Oct-21,8-Oct-21,Engineering/Quoting,
00Q4wx1231Q3BFV,North Bay Village city,9-Oct-21,4-Sep-21,Engineering/Quoting,
00Q4wx1231Q3BX0,Captiva,9-Oct-21,9-Sep-21,Closed Won,
00Q4wx1231Q4I9L,West DeLand,30-Nov-21,20-Oct-21,Canceled,
00Q4wx1231Q4aXa,Astor,11-Dec-21,7-Sep-21,Canceled,
00Q4wx1231Q4WGs,Bascom town,11-Dec-21,10-Nov-21,Closed Won,
00Q4wx1231Q4aH1,Munson,11-Dec-21,2-Dec-21,Visit,
00Q4wx1231Q4WqT,Lakewood Park,11-Dec-21,14-Nov-21,Closed Won,
00Q4wx1231Q1x45,Lamont,25-Sep-21,28-Sep-21,Visit,
00Q4wx1231Q1zqJ,Lockhart,20-Dec-21,5-Oct-21,Quote,
00Q4wx1231Q1zqO,Jan Phyl Village,29-Nov-21,14-Oct-21,Engineering/Quoting,
00Q4wx1231Q24a7,Sarasota city,11-Sep-21,4-Oct-21,Canceled,
00Q4wx1231Q29xE,Pineland,5-Sep-21,20-Dec-21,Canceled,
00Q4wx1231Q2KVY,Port Charlotte,26-Nov-21,17-Sep-21,Quote,
00Q4wx1231Q2KfJ,Pembroke Pines city,12-Dec-21,1-Dec-21,Canceled,
00Q4wx1231Q2Zxl,Viera East,26-Nov-21,19-Sep-21,Visit,
00Q4wx1231Q2Zyt,North Redington Beach town,15-Dec-21,16-Oct-21,Closed Won,
00Q4wx1231Q2ctU,Silver Lake,5-Nov-21,3-Sep-21,Engineering/Quoting,
00Q4wx1231Q2ctZ,Harlem Heights,14-Oct-21,20-Sep-21,Canceled,
00Q4wx1231Q2uhw,Port LaBelle,2-Oct-21,22-Nov-21,Engineering/Quoting,
00Q4wx1231Q2w5n,Westchase,5-Nov-21,18-Oct-21,Closed Lost,
00Q4wx1231Q2zr6,Yulee,27-Nov-21,25-Nov-21,Closed Lost,
00Q4wx1231Q31vi,Glenvar Heights,3-Dec-21,2-Nov-21,Closed Won,
00Q4wx1231Q32OB,East Bronson,20-Dec-21,10-Oct-21,Engineering/Quoting,
00Q4wx1231Q33b0,Kenneth City town,17-Oct-21,15-Nov-21,Quote,
00Q4wx1231Q39g2,Bear Creek,13-Oct-21,9-Oct-21,Closed Lost,
00Q4wx1231Q39fx,Ridge Wood Heights,1-Dec-21,16-Sep-21,Engineering/Quoting,
00Q4wx1231Q39sh,Mount Dora city,29-Dec-21,10-Nov-21,Closed Won,
00Q4wx1231Q3B35,San Castle,27-Dec-21,21-Nov-21,Closed Won,
00Q4wx1231Q3EfE,Shady Hills,14-Sep-21,12-Oct-21,Closed Lost,
00Q4wx1231Q3F8z,West Vero Corridor,9-Nov-21,17-Sep-21,Closed Lost,
00Q4wx1231Q3JgN,Whiskey Creek,17-Oct-21,22-Dec-21,Canceled,
00Q4wx1231Q3KVR,Spring Hill,9-Nov-21,15-Dec-21,Quote,
00Q4wx1231Q3KcC,Dade City North,7-Nov-21,27-Dec-21,Scheduling Visit,
00Q4wx1231Q3NCw,Indian River Shores town,22-Dec-21,15-Oct-21,Canceled,
00Q4wx1231Q3Ros,Sea Ranch Lakes village,28-Sep-21,3-Dec-21,Visit,
00Q4wx1231Q3Tr9,Gateway,7-Nov-21,7-Dec-21,Visit,
00Q4wx1231Q3bFH,Laurel,28-Nov-21,14-Oct-21,Quote,
00Q4wx1231Q3dee,South Miami Heights,11-Oct-21,24-Dec-21,Engineering/Quoting,
00Q4wx1231Q3e6c,Lely Resort,24-Sep-21,4-Dec-21,Closed Lost,
00Q4wx1231Q3f9k,Malone town,4-Dec-21,25-Oct-21,Scheduling Visit,
00Q4wx1231Q3fUU,Goodland,18-Nov-21,9-Sep-21,Visit,
00Q4wx1231Q3nNW,Grenelefe,15-Dec-21,26-Dec-21,Closed Lost,
00Q4wx1231Q3pqo,Fort Myers Beach town,8-Nov-21,7-Sep-21,Engineering/Quoting,
00Q4wx1231Q3sf6,North River Shores,22-Nov-21,30-Nov-21,Visit,
00Q4wx1231Q3wKl,Geneva,4-Oct-21,10-Nov-21,Closed Lost,
00Q4wx1231Q48wb,Iona,16-Oct-21,26-Dec-21,Quote,
00Q4wx1231Q49C0,Cutler Bay town,14-Sep-21,6-Dec-21,Visit,
00Q4wx1231Q49Ef,Coral Gables city,13-Sep-21,22-Sep-21,Scheduling Visit,
00Q4wx1231Q4Add,Crescent City city,11-Nov-21,11-Nov-21,Closed Won,
00Q4wx1231Q4Grg,Southgate,23-Dec-21,31-Dec-21,Visit,
00Q4wx1231Q4Gv9,Moon Lake,28-Oct-21,14-Oct-21,Scheduling Visit,
00Q4wx1231Q4HXD,Crooked Lake Park,14-Oct-21,7-Dec-21,Quote,
00Q4wx1231Q4HgF,Cypress Quarters,27-Dec-21,1-Sep-21,Canceled,
00Q4wx1231Q4Hhi,Duck Key,15-Oct-21,26-Dec-21,Quote,
00Q4wx1231Q4IAi,Navarre Beach,24-Dec-21,26-Dec-21,Quote,
00Q4wx1231Q4NaX,Kendall,5-Dec-21,5-Sep-21,Quote,
00Q4wx1231Q4NsJ,Royal Palm Beach village,9-Dec-21,17-Nov-21,Engineering/Quoting,
00Q4wx1231Q4OBa,Navarre Beach,23-Dec-21,15-Oct-21,Engineering/Quoting,
00Q4wx1231Q4OCi,Goldenrod,21-Dec-21,27-Oct-21,Quote,
00Q4wx1231Q4QQs,Key Vista,10-Oct-21,9-Sep-21,Visit,
00Q4wx1231Q4UQm,New Port Richey city,26-Dec-21,30-Dec-21,Canceled,
00Q4wx1231Q4Vxx,Merritt Island,25-Dec-21,5-Sep-21,Visit,
00Q4wx1231Q4WHl,Highland City,19-Oct-21,24-Dec-21,Quote,
00Q4wx1231Q4Wom,Tierra Verde,30-Sep-21,18-Oct-21,Closed Won,
00Q4wx1231Q4crl,Loxahatchee Groves town,27-Sep-21,1-Oct-21,Closed Won,
00Q4wx1231Q4d04,Yalaha,1-Dec-21,22-Oct-21,Visit,
00Q4wx1231Q4e4t,Ellenton,24-Oct-21,26-Sep-21,Engineering/Quoting,
00Q4wx1231Q4gNn,Miami Lakes town,27-Sep-21,28-Sep-21,Visit,
00Q4wx1231Q4gT7,Southeast Arcadia,7-Sep-21,16-Sep-21,Scheduling Visit,
00Q4wx1231Q4gTv,Richmond Heights,24-Dec-21,25-Oct-21,Scheduling Visit,
00Q4wx1231Q4gf6,Lawtey city,17-Oct-21,26-Oct-21,Quote,
00Q4wx1231Q4gfI,Lake Hamilton town,23-Nov-21,14-Nov-21,Closed Lost,
00Q4wx1231Q4hay,St. Pete Beach city,12-Nov-21,10-Nov-21,Closed Won,
00Q4wx1231Q1vhj,Chumuckla,25-Nov-21,23-Oct-21,Visit,
00Q4wx1231Q1vxr,Roosevelt Gardens,27-Dec-21,31-Oct-21,Scheduling Visit,
00Q4wx1231Q1wvr,Crescent Beach,23-Sep-21,14-Dec-21,Engineering/Quoting,
00Q4wx1231Q21E3,Golden Glades,5-Sep-21,14-Nov-21,Closed Won,
00Q4wx1231Q21ZB,Richmond West,9-Nov-21,28-Dec-21,Visit,
00Q4wx1231Q24nk,Fort Lauderdale city,26-Nov-21,31-Oct-21,Scheduling Visit,
00Q4wx1231Q2759,Indian Creek village,14-Nov-21,9-Oct-21,Closed Won,
00Q4wx1231Q2AKI,Fort White town,31-Dec-21,10-Nov-21,Engineering/Quoting,
00Q4wx1231Q2cMp,Gulf Breeze city,22-Nov-21,6-Nov-21,Scheduling Visit,
00Q4wx1231Q2cRz,Lake Lorraine,17-Nov-21,22-Dec-21,Quote,
00Q4wx1231Q2caI,Blountstown city,8-Dec-21,18-Nov-21,Engineering/Quoting,
00Q4wx1231Q2e52,Lake Mystic,5-Oct-21,27-Sep-21,Engineering/Quoting,
00Q4wx1231Q2e8a,Roosevelt Gardens,6-Dec-21,12-Nov-21,Visit,
00Q4wx1231Q2eFb,Wimauma,5-Sep-21,25-Nov-21,Closed Lost,
00Q4wx1231Q2o1A,Coral Springs city,26-Dec-21,15-Sep-21,Visit,
00Q4wx1231Q2o4B,Princeton,12-Dec-21,16-Nov-21,Closed Lost,
00Q4wx1231Q2o70,Taylor Creek,27-Nov-21,22-Dec-21,Engineering/Quoting,
00Q4wx1231Q2v6r,Samoset,3-Sep-21,6-Dec-21,Closed Won,
00Q4wx1231Q2yn3,Umatilla city,20-Oct-21,15-Sep-21,Engineering/Quoting,
00Q4wx1231Q2yvM,Greenwood town,25-Sep-21,8-Nov-21,Engineering/Quoting,
00Q4wx1231Q31iS,Everglades city,8-Nov-21,8-Sep-21,Closed Lost,
00Q4wx1231Q33Pd,Lake Butler city,1-Nov-21,18-Sep-21,Visit,
00Q4wx1231Q33Vq,Zellwood,21-Dec-21,11-Oct-21,Scheduling Visit,
00Q4wx1231Q38UI,Fleming Island,26-Sep-21,13-Sep-21,Engineering/Quoting,
00Q4wx1231Q38dC,Medulla,5-Sep-21,9-Dec-21,Visit,
00Q4wx1231Q38iO,Wahneta,27-Oct-21,7-Nov-21,Canceled,
00Q4wx1231Q38oh,Pinecrest village,30-Nov-21,15-Oct-21,Visit,
00Q4wx1231Q3ArO,Lake Clarke Shores town,8-Dec-21,13-Dec-21,Quote,
00Q4wx1231Q3CbE,Palm Bay city,24-Dec-21,28-Oct-21,Canceled,
00Q4wx1231Q3EFK,Sorrento,28-Nov-21,30-Oct-21,Closed Lost,
00Q4wx1231Q3EMv,St. James City,30-Nov-21,1-Dec-21,Quote,
00Q4wx1231Q3EMq,Key Colony Beach city,20-Oct-21,28-Sep-21,Quote,
00Q4wx1231Q3EYm,Chuluota,4-Sep-21,13-Dec-21,Quote,
00Q4wx1231Q3GZH,West DeLand,28-Dec-21,19-Nov-21,Closed Lost,
00Q4wx1231Q3HAL,Meadow Woods,12-Nov-21,29-Sep-21,Closed Lost,
00Q4wx1231Q3HBx,New Port Richey city,26-Oct-21,12-Nov-21,Quote,
00Q4wx1231Q3NEs,Lake Butler city,4-Nov-21,1-Sep-21,Closed Won,
00Q4wx1231Q3NaL,Pretty Bayou,20-Oct-21,13-Sep-21,Quote,
00Q4wx1231Q3Nza,Worthington Springs town,19-Oct-21,20-Nov-21,Quote,
00Q4wx1231Q3O9y,Viera East,11-Nov-21,29-Oct-21,Closed Lost,
00Q4wx1231Q3OUe,Sanibel city,9-Dec-21,24-Nov-21,Engineering/Quoting,
00Q4wx1231Q3Pu9,Longwood city,20-Sep-21,27-Oct-21,Closed Lost,
00Q4wx1231Q3TEy,South Gate Ridge,12-Nov-21,20-Sep-21,Engineering/Quoting,
00Q4wx1231Q3VDR,Raiford town,28-Sep-21,18-Oct-21,Visit,
00Q4wx1231Q3bXQ,Kenwood Estates,26-Nov-21,19-Nov-21,Closed Won,
00Q4wx1231Q3bay,Holiday,23-Dec-21,6-Sep-21,Quote,
00Q4wx1231Q3CGP,McGregor,1-Dec-21,21-Sep-21,Engineering/Quoting,
00Q4wx1231Q3chc,Lakewood Gardens,2-Dec-21,1-Jan-22,Quote,
00Q4wx1231Q3gSs,Oldsmar city,12-Nov-21,1-Dec-21,Engineering/Quoting,
00Q4wx1231Q3iiq,North Palm Beach village,5-Nov-21,28-Oct-21,Canceled,
00Q4wx1231Q3iym,Orlando city,3-Oct-21,20-Dec-21,Canceled,
00Q4wx1231Q3k5j,South Miami Heights,25-Oct-21,23-Sep-21,Closed Won,
